Metric,Apriori,Word2Vec
Execution Time (s),101.85743832588196,10.645532608032227
Memory Usage (MB),17748.45664024353,16.7520694732666
Number of Rules/Recommendations,3004.0,38770.0
Coverage,0.057586618876941456,0.9264038231780167
Diversity,6.155737704918033,0.09718854784627289
