Metric,Whole_Apriori,Whole_Word2Vec,First_Third_Apriori,First_Third_Word2Vec,Last_Two_Thirds_Apriori,Last_Two_Thirds_Word2Vec
Same Category %,58.80171740827479,46.09958943046637,69.42927362097214,42.439418416801296,64.22544283413849,44.18980522171571
Cross Category %,41.19828259172521,53.90041056953363,30.57072637902786,57.560581583198704,35.77455716586151,55.81019477828429
