Metric,Apriori,Word2Vec
Execution Time (s),2697.054675579071,11.170548677444458
Memory Usage (MB),81.44140625,4.84375
Number of Rules/Recommendations,3004.0,38770.0
Coverage,0.057586618876941456,0.9264038231780167
Diversity,6.155737704918033,0.09698220273407274
