Metric,Apriori,Word2Vec
Execution Time (s),33.84089207649231,16.22607660293579
Memory Usage (MB),6476.836010932922,45.40229511260986
Number of Unique Complementary Pairs,7324.0,129966.0
Coverage,0.08574062692071296,0.5706822372464659
