Metric,Apriori,Word2Vec
Execution Time (s),120.56233286857605,10.183433532714844
Memory Usage (MB),17748.45583629608,16.74996566772461
Number of Rules/Recommendations,3004.0,38770.0
Coverage,0.057586618876941456,0.9264038231780167
Diversity,6.155737704918033,0.09700799587309776
